Gene stable ID	Gene name	Gene description	Chromosome/scaffold name	Gene start (bp)	Gene end (bp)	Strand
ENSDARG00000060841	pik3c2a	phosphatidylinositol-4-phosphate 3-kinase, catalytic subunit type 2 alpha [Source:ZFIN;Acc:ZDB-GENE-030328-39]	18	27000850	27078219	1
ENSDARG00000039914	gapdhs	glyceraldehyde-3-phosphate dehydrogenase, spermatogenic [Source:ZFIN;Acc:ZDB-GENE-020913-1]	16	45044642	45069882	-1
ENSDARG00000060584	kank1b	KN motif and ankyrin repeat domains 1b [Source:ZFIN;Acc:ZDB-GENE-060526-260]	5	33222124	33236637	-1
ENSDARG00000003395	col4a3	collagen, type IV, alpha 3 [Source:ZFIN;Acc:ZDB-GENE-070802-4]	15	36054864	36112794	1
ENSDARG00000042526	sebox	SEBOX homeobox [Source:ZFIN;Acc:ZDB-GENE-021206-4]	5	67371650	67382188	1
ENSDARG00000071021	papss2a	3'-phosphoadenosine 5'-phosphosulfate synthase 2a [Source:ZFIN;Acc:ZDB-GENE-061110-85]	17	23681086	23709347	-1
ENSDARG00000039455	tspan15	tetraspanin 15 [Source:ZFIN;Acc:ZDB-GENE-050417-295]	13	22924024	22961610	-1
ENSDARG00000116181	znf1119	zinc finger protein 1119 [Source:ZFIN;Acc:ZDB-GENE-110914-42]	4	29758289	29769304	-1
ENSDARG00000055639	ruvbl2	RuvB-like AAA ATPase 2 [Source:ZFIN;Acc:ZDB-GENE-030109-1]	5	30759232	30770807	1
ENSDARG00000068637	si:ch211-281l24.3	si:ch211-281l24.3 [Source:ZFIN;Acc:ZDB-GENE-131121-575]	15	40137564	40175894	-1
ENSDARG00000078508	si:dkey-266m15.6	si:dkey-266m15.6 [Source:ZFIN;Acc:ZDB-GENE-070705-443]	18	6900622	6982499	-1
ENSDARG00000091029	phox2bb	paired-like homeobox 2bb [Source:ZFIN;Acc:ZDB-GENE-050407-3]	14	17064126	17072736	-1
ENSDARG00000045638	slc13a1	solute carrier family 13 member 1 [Source:ZFIN;Acc:ZDB-GENE-031222-3]	25	27923846	27932723	1
ENSDARG00000009783	dirc2	disrupted in renal carcinoma 2 [Source:ZFIN;Acc:ZDB-GENE-040912-167]	9	37366973	37453128	1
ENSDARG00000097433	CT027718.1		15	35951901	35962972	1
ENSDARG00000015546	alpl	alkaline phosphatase, liver/bone/kidney [Source:ZFIN;Acc:ZDB-GENE-040420-1]	11	27968834	28010171	1
ENSDARG00000105557	BX511061.1	uncharacterized LOC101885004 [Source:NCBI gene;Acc:101885004]	7	24840701	24853898	-1
ENSDARG00000076434	ARHGAP22	Rho GTPase activating protein 22 [Source:HGNC Symbol;Acc:HGNC:30320]	12	2446837	2492470	1
ENSDARG00000099996	rhot1a	ras homolog family member T1a [Source:ZFIN;Acc:ZDB-GENE-030131-5354]	3	26288981	26319758	1
ENSDARG00000033706	adora2aa	adenosine A2a receptor a [Source:ZFIN;Acc:ZDB-GENE-080723-28]	8	30664077	30684625	1
ENSDARG00000092770	si:ch211-253p18.2	si:ch211-253p18.2 [Source:ZFIN;Acc:ZDB-GENE-041001-106]	20	20611896	20613584	-1
ENSDARG00000002831	col4a4	collagen, type IV, alpha 4 [Source:ZFIN;Acc:ZDB-GENE-101001-1]	15	35951888	36055401	-1
ENSDARG00000069018	cyp7a1	cytochrome P450, family 7, subfamily A, polypeptide 1 [Source:ZFIN;Acc:ZDB-GENE-040426-1296]	2	22150134	22152797	-1
ENSDARG00000093594	CR536604.1	si:dkey-57a22.11 [Source:NCBI gene;Acc:569865]	9	21984109	21985996	1
ENSDARG00000040881	hnrnph1	heterogeneous nuclear ribonucleoprotein H1 [Source:ZFIN;Acc:ZDB-GENE-040426-1856]	14	6991142	7014588	1
ENSDARG00000058672	nuggc.3	nuclear GTPase, germinal center associated, tandem duplicate 3 [Source:ZFIN;Acc:ZDB-GENE-061207-67]	19	7895086	7923910	1
ENSDARG00000033771	hspbap1	hspb associated protein 1 [Source:ZFIN;Acc:ZDB-GENE-040808-38]	9	37341240	37367477	-1
ENSDARG00000096550	CR774192.1		12	2428300	2479931	-1
ENSDARG00000036501	rab39bb	RAB39B, member RAS oncogene family b [Source:ZFIN;Acc:ZDB-GENE-061215-104]	7	23875269	23884894	1
ENSDARG00000006719	specc1la	sperm antigen with calponin homology and coiled-coil domains 1-like a [Source:ZFIN;Acc:ZDB-GENE-060810-139]	8	30600386	30664631	1
ENSDARG00000096494	BX571825.16		19	23048480	23048514	1
ENSDARG00000076236	lrrc18b	leucine rich repeat containing 18b [Source:ZFIN;Acc:ZDB-GENE-110315-1]	12	2428247	2430582	1
ENSDARG00000101532	si:ch211-1f22.3	si:ch211-1f22.3 [Source:ZFIN;Acc:ZDB-GENE-121214-89]	1	56801021	56805426	1
ENSDARG00000096477	BX571825.14		19	23049885	23050160	1
ENSDARG00000079191	zgc:172122	zgc:172122 [Source:ZFIN;Acc:ZDB-GENE-080208-1]	1	34763539	34807059	1
ENSDARG00000091936	si:ch211-135f11.5	si:ch211-135f11.5 [Source:ZFIN;Acc:ZDB-GENE-060531-16]	5	23839770	23843636	-1
ENSDARG00000035533	tacr1a	tachykinin receptor 1a [Source:ZFIN;Acc:ZDB-GENE-060526-185]	5	28160503	28213627	1
ENSDARG00000099180	CR927050.1		4	62984730	62987173	1
ENSDARG00000101062	fdft1	farnesyl-diphosphate farnesyltransferase 1 [Source:ZFIN;Acc:ZDB-GENE-081104-242]	20	52907397	52939501	-1
ENSDARG00000104549	arhgap44	Rho GTPase activating protein 44 [Source:ZFIN;Acc:ZDB-GENE-120206-2]	12	48480632	48538302	1
ENSDARG00000094611	CR392012.1		2	26034175	26039606	1
ENSDARG00000079671	plppr4a	phospholipid phosphatase related 4a [Source:ZFIN;Acc:ZDB-GENE-070705-280]	2	20331445	20371803	1
ENSDARG00000105626	adad2	adenosine deaminase domain containing 2 [Source:ZFIN;Acc:ZDB-GENE-130530-788]	7	24862471	24875421	-1
ENSDARG00000068951	si:ch211-219a15.4	si:ch211-219a15.4 [Source:ZFIN;Acc:ZDB-GENE-060503-308]	18	15758375	15768336	1
ENSDARG00000099669	CR927050.2	si:ch211-145h19.2 [Source:NCBI gene;Acc:101882828]	4	62986341	62996662	-1
ENSDARG00000093840	BX571825.11		19	23050777	23051016	-1
ENSDARG00000043309	obscna	obscurin, cytoskeletal calmodulin and titin-interacting RhoGEF a [Source:ZFIN;Acc:ZDB-GENE-040812-4]	8	18369177	18398787	-1
ENSDARG00000014050	ngfb	nerve growth factor b (beta polypeptide) [Source:ZFIN;Acc:ZDB-GENE-000629-2]	6	49169420	49215827	-1
ENSDARG00000031095	veph1	ventricular zone expressed PH domain-containing 1 [Source:ZFIN;Acc:ZDB-GENE-041014-375]	18	41313999	41465606	1
ENSDARG00000073792	man1b1a	mannosidase, alpha, class 1B, member 1a [Source:ZFIN;Acc:ZDB-GENE-091116-34]	21	14217284	14251453	-1
ENSDARG00000097514	CR854989.1		16	32305253	32364200	1
ENSDARG00000097877	si:ch211-167b20.8	si:ch211-167b20.8 [Source:ZFIN;Acc:ZDB-GENE-081104-147]	8	25733872	25748852	1
ENSDARG00000078803	gas2l1	growth arrest-specific 2 like 1 [Source:ZFIN;Acc:ZDB-GENE-070705-38]	5	24816248	24869213	-1
ENSDARG00000101051	ctsbb	cathepsin Bb [Source:ZFIN;Acc:ZDB-GENE-070323-1]	20	52886927	52902720	-1
ENSDARG00000012796	hnmt	histamine N-methyltransferase [Source:ZFIN;Acc:ZDB-GENE-040801-157]	9	10138196	10145880	-1
ENSDARG00000094262	BX544876.1		8	25731012	25734935	-1
ENSDARG00000061737	ece1	endothelin converting enzyme 1 [Source:ZFIN;Acc:ZDB-GENE-061110-100]	11	27919702	28050559	-1
ENSDARG00000001686	uckl1a	uridine-cytidine kinase 1-like 1a [Source:ZFIN;Acc:ZDB-GENE-040724-238]	8	23009662	23028536	1
ENSDARG00000068275	ptx3a	pentraxin 3, long a [Source:ZFIN;Acc:ZDB-GENE-030131-8720]	18	41364437	41375120	-1
ENSDARG00000060661	klf8	Kruppel-like factor 8 [Source:ZFIN;Acc:ZDB-GENE-070424-152]	21	38033226	38111218	1
ENSDARG00000076920	ZNF335	zinc finger protein 335 [Source:HGNC Symbol;Acc:HGNC:15807]	8	24296639	24466515	1
ENSDARG00000056566	necab1	N-terminal EF-hand calcium binding protein 1 [Source:ZFIN;Acc:ZDB-GENE-050417-395]	19	31437689	31522677	-1
ENSDARG00000104422	si:ch73-34h11.1	si:ch73-34h11.1 [Source:ZFIN;Acc:ZDB-GENE-131120-162]	16	21851856	21853082	-1
ENSDARG00000006615	hnf1ba	HNF1 homeobox Ba [Source:ZFIN;Acc:ZDB-GENE-020104-1]	15	15997149	16012963	-1
ENSDARG00000003091	oclnb	occludin b [Source:ZFIN;Acc:ZDB-GENE-041212-43]	5	26212621	26220871	1
ENSDARG00000093480	pamr1	peptidase domain containing associated with muscle regeneration 1 [Source:ZFIN;Acc:ZDB-GENE-100422-12]	25	37340722	37365602	1
ENSDARG00000095507	CU986305.1		1	46827891	46845676	1
ENSDARG00000045802	hapln3	hyaluronan and proteoglycan link protein 3 [Source:ZFIN;Acc:ZDB-GENE-040426-2089]	25	19201231	19205875	1
ENSDARG00000038709	si:dkeyp-66d1.7	si:dkeyp-66d1.7 [Source:ZFIN;Acc:ZDB-GENE-070912-662]	2	37750016	37755128	1
ENSDARG00000100013	dhx38	DEAH (Asp-Glu-Ala-His) box polypeptide 38 [Source:ZFIN;Acc:ZDB-GENE-040426-1144]	7	67748939	67798770	1
ENSDARG00000078649	il21r.2	interleukin 21 receptor, tandem duplicate 2 [Source:ZFIN;Acc:ZDB-GENE-080108-7]	3	45315477	45326897	-1
ENSDARG00000094160	si:ch73-160h15.3	si:ch73-160h15.3 [Source:ZFIN;Acc:ZDB-GENE-100922-213]	1	46830809	46832880	-1
ENSDARG00000088762	si:ch211-224l10.4	si:ch211-224l10.4 [Source:ZFIN;Acc:ZDB-GENE-090312-125]	23	16719743	16737161	-1
ENSDARG00000055561	c1galt1b	core 1 synthase, glycoprotein-N-acetylgalactosamine 3-beta-galactosyltransferase, 1b [Source:ZFIN;Acc:ZDB-GENE-030131-9075]	6	39190402	39199070	-1
ENSDARG00000005327	ftr66	finTRIM family, member 66 [Source:ZFIN;Acc:ZDB-GENE-070912-661]	2	37762924	37770331	1
ENSDARG00000086790	gucy1b1	guanylate cyclase 1 soluble subunit beta 1 [Source:ZFIN;Acc:ZDB-GENE-090313-160]	1	25801648	25841659	1
ENSDARG00000076262	pou3f2b	POU class 3 homeobox 2b [Source:ZFIN;Acc:ZDB-GENE-980526-370]	16	32559821	32563092	1
ENSDARG00000088078	usp18	ubiquitin specific peptidase 18 [Source:ZFIN;Acc:ZDB-GENE-100210-2]	4	5842433	5847937	1
ENSDARG00000025302	dixdc1a	DIX domain containing 1a [Source:ZFIN;Acc:ZDB-GENE-030721-2]	15	18130109	18155991	1
ENSDARG00000062672	kcnj19b	potassium voltage-gated channel, subfamily J, member 19b [Source:ZFIN;Acc:ZDB-GENE-121214-60]	12	16062560	16084835	-1
ENSDARG00000035555	gbgt1l3	globoside alpha-1,3-N-acetylgalactosaminyltransferase 1, like 3 [Source:ZFIN;Acc:ZDB-GENE-040912-46]	5	23849647	23855447	-1
ENSDARG00000097752	si:rp71-77l1.2	si:rp71-77l1.2 [Source:ZFIN;Acc:ZDB-GENE-131127-184]	16	45077593	45080812	-1
ENSDARG00000076571	sp5a	Sp5 transcription factor a [Source:ZFIN;Acc:ZDB-GENE-030430-2]	9	3666401	3671911	-1
ENSDARG00000042684	serpinc1	serpin peptidase inhibitor, clade C (antithrombin), member 1 [Source:ZFIN;Acc:ZDB-GENE-030131-264]	22	16022211	16028191	1
ENSDARG00000069961	il21r.1	interleukin 21 receptor, tandem duplicate 1 [Source:ZFIN;Acc:ZDB-GENE-080108-6]	3	45343782	45361573	-1
ENSDARG00000105119	si:ch211-258f1.3	si:ch211-258f1.3 [Source:ZFIN;Acc:ZDB-GENE-070912-252]	4	63253425	63286338	1
ENSDARG00000078217	cblc	Cbl proto-oncogene C, E3 ubiquitin protein ligase [Source:ZFIN;Acc:ZDB-GENE-080220-20]	16	25761101	25800819	1
ENSDARG00000035910	znf281b	zinc finger protein 281b [Source:ZFIN;Acc:ZDB-GENE-050220-1]	12	16087077	16102422	1
ENSDARG00000075846	kcnip2	Kv channel interacting protein 2 [Source:ZFIN;Acc:ZDB-GENE-081031-91]	22	34985533	35006554	-1
ENSDARG00000041896	dnajc5ga	DnaJ (Hsp40) homolog, subfamily C, member 5 gamma a [Source:ZFIN;Acc:ZDB-GENE-030131-1583]	20	38763953	38787341	-1
ENSDARG00000014967	g6pcb	glucose-6-phosphatase b, catalytic subunit [Source:ZFIN;Acc:ZDB-GENE-081223-2]	3	32906082	32912787	-1
ENSDARG00000003866	tm9sf2	transmembrane 9 superfamily member 2 [Source:ZFIN;Acc:ZDB-GENE-030131-6302]	1	29798140	29824375	1
ENSDARG00000052712	suclg1	succinate-CoA ligase, alpha subunit [Source:ZFIN;Acc:ZDB-GENE-040912-101]	1	43652480	43684584	-1
ENSDARG00000029100	chchd1	coiled-coil-helix-coiled-coil-helix domain containing 1 [Source:ZFIN;Acc:ZDB-GENE-060810-176]	13	21768447	21776678	1
ENSDARG00000103067	adgrd2	adhesion G protein-coupled receptor D2 [Source:ZFIN;Acc:ZDB-GENE-081104-190]	8	52788997	52826181	1
ENSDARG00000092140	si:ch211-231i17.3	si:ch211-231i17.3 [Source:ZFIN;Acc:ZDB-GENE-081104-47]	4	29820388	29821139	-1
ENSDARG00000076490	ankrd40	ankyrin repeat domain 40 [Source:ZFIN;Acc:ZDB-GENE-120612-2]	3	18062871	18080924	1
ENSDARG00000030967	si:ch211-51a6.2	si:ch211-51a6.2 [Source:ZFIN;Acc:ZDB-GENE-090313-118]	13	21779975	21822894	1
ENSDARG00000075012	glra2	glycine receptor, alpha 2 [Source:ZFIN;Acc:ZDB-GENE-090407-1]	9	54891962	54940881	1
ENSDARG00000074426	BX571825.1		19	23051978	23052463	-1
ENSDARG00000098952	gata4	GATA binding protein 4 [Source:ZFIN;Acc:ZDB-GENE-980526-476]	20	52952116	52967878	-1
ENSDARG00000055400	si:dkey-56f14.7	si:dkey-56f14.7 [Source:ZFIN;Acc:ZDB-GENE-131121-78]	16	24626448	24646067	1
ENSDARG00000070317	irge4	immunity-related GTPase family, e4 [Source:ZFIN;Acc:ZDB-GENE-051212-2]	16	25822455	25829779	-1
ENSDARG00000061099	nfasca	neurofascin homolog (chicken) a [Source:ZFIN;Acc:ZDB-GENE-080229-6]	11	23704410	23884805	1
ENSDARG00000111518	si:dkey-16p6.1	si:dkey-16p6.1 [Source:ZFIN;Acc:ZDB-GENE-081103-43]	4	63544595	63559311	-1
ENSDARG00000086847	irgq1	immunity-related GTPase family, q1 [Source:ZFIN;Acc:ZDB-GENE-051212-3]	16	25806400	25815388	1
ENSDARG00000086060	hmcn2	hemicentin 2 [Source:ZFIN;Acc:ZDB-GENE-030131-9765]	8	32613680	32666257	1
ENSDARG00000102517	crtac1b	cartilage acidic protein 1b [Source:ZFIN;Acc:ZDB-GENE-090312-28]	13	40064481	40141630	-1
ENSDARG00000035578	hs3st1l2	heparan sulfate (glucosamine) 3-O-sulfotransferase 1-like 2 [Source:ZFIN;Acc:ZDB-GENE-070202-3]	5	21100356	21141090	1
ENSDARG00000110769	znf1098	zinc finger protein 1098 [Source:ZFIN;Acc:ZDB-GENE-110914-13]	4	63466876	63769637	-1
ENSDARG00000038384	th2	tyrosine hydroxylase 2 [Source:ZFIN;Acc:ZDB-GENE-050201-1]	4	17380578	17391091	-1
ENSDARG00000095322	fkbpl	FK506 binding protein like [Source:ZFIN;Acc:ZDB-GENE-030131-4744]	23	19106056	19119443	1
ENSDARG00000094903	si:ch211-231i17.4	si:ch211-231i17.4 [Source:ZFIN;Acc:ZDB-GENE-110914-104]	4	29828668	29833326	-1
ENSDARG00000100090	si:dkey-11d20.1	si:dkey-11d20.1 [Source:ZFIN;Acc:ZDB-GENE-070705-291]	4	63484571	63493101	1
ENSDARG00000030241	vbp1	von Hippel-Lindau binding protein 1 [Source:ZFIN;Acc:ZDB-GENE-050522-494]	7	23886756	23894879	-1
ENSDARG00000036473	snapc2	small nuclear RNA activating complex, polypeptide 2 [Source:ZFIN;Acc:ZDB-GENE-120328-2]	7	26116103	26125092	-1
ENSDARG00000003244	gbp3	guanylate binding protein 3 [Source:ZFIN;Acc:ZDB-GENE-070912-176]	2	43894368	43918874	1
ENSDARG00000069402	lrrc4.1	leucine rich repeat containing 4.1 [Source:ZFIN;Acc:ZDB-GENE-041210-129]	4	19534833	19543042	1
ENSDARG00000015902	stat6	signal transducer and activator of transcription 6, interleukin-4 induced [Source:ZFIN;Acc:ZDB-GENE-030131-9359]	23	27078866	27123180	-1
ENSDARG00000062137	stag1b	stromal antigen 1b [Source:ZFIN;Acc:ZDB-GENE-030131-1393]	24	26948712	26995164	-1
ENSDARG00000099791	pdk3b	pyruvate dehydrogenase kinase, isozyme 3b [Source:ZFIN;Acc:ZDB-GENE-070112-1892]	21	40589770	40613000	1
ENSDARG00000074561	slc47a3	solute carrier family 47 (multidrug and toxin extrusion), member 3 [Source:ZFIN;Acc:ZDB-GENE-130530-755]	15	26600611	26610857	1
ENSDARG00000079327	hmcn2	hemicentin 2 [Source:ZFIN;Acc:ZDB-GENE-030131-9765]	8	32613916	32785627	1
ENSDARG00000060349	wasf1	WAS protein family, member 1 [Source:ZFIN;Acc:ZDB-GENE-070705-555]	20	53300588	53366137	-1
ENSDARG00000044601	rtn4a	reticulon 4a [Source:ZFIN;Acc:ZDB-GENE-030710-1]	6	6231012	6258451	-1
ENSDARG00000068255	nanos3	nanos homolog 3 [Source:ZFIN;Acc:ZDB-GENE-011221-1]	1	55247370	55248496	-1
ENSDARG00000095944	si:ch73-103b2.1	si:ch73-103b2.1 [Source:ZFIN;Acc:ZDB-GENE-110408-42]	16	25989943	25991643	1
ENSDARG00000042864	rpl7l1	ribosomal protein L7-like 1 [Source:ZFIN;Acc:ZDB-GENE-030131-970]	20	36675083	36679233	-1
ENSDARG00000099674	dicp3.1	diverse immunoglobulin domain-containing protein 3.1 [Source:ZFIN;Acc:ZDB-GENE-120306-18]	16	21881694	21888047	-1
ENSDARG00000093831	znf1121	zinc finger protein 1121 [Source:ZFIN;Acc:ZDB-GENE-110914-9]	4	29848173	29854621	1
ENSDARG00000114493	pimr142	Pim proto-oncogene, serine/threonine kinase, related 142 [Source:ZFIN;Acc:ZDB-GENE-141211-21]	8	24329433	24332284	-1
ENSDARG00000097057	fxyd6l	FXYD domain containing ion transport regulator 6 like [Source:ZFIN;Acc:ZDB-GENE-071205-8]	16	24601140	24642815	-1
ENSDARG00000033451	fam173b	family with sequence similarity 173, member B [Source:ZFIN;Acc:ZDB-GENE-041114-90]	2	30480907	30483209	1
ENSDARG00000006766	snd1	staphylococcal nuclease and tudor domain containing 1 [Source:ZFIN;Acc:ZDB-GENE-030131-3124]	4	19396945	19694108	-1
ENSDARG00000045856	fgf6b	fibroblast growth factor 6b [Source:ZFIN;Acc:ZDB-GENE-050201-5]	4	5180650	5183337	1
ENSDARG00000030087	nfkbib	nuclear factor of kappa light polypeptide gene enhancer in B-cells inhibitor, beta [Source:ZFIN;Acc:ZDB-GENE-070705-529]	5	37032038	37038083	1
ENSDARG00000016771	tfa	transferrin-a [Source:ZFIN;Acc:ZDB-GENE-980526-35]	2	16780643	16794710	1
ENSDARG00000034572	gpr143	G protein-coupled receptor 143 [Source:ZFIN;Acc:ZDB-GENE-040426-1476]	9	55056310	55090829	1
ENSDARG00000089026	si:dkey-183k8.2	si:dkey-183k8.2 [Source:ZFIN;Acc:ZDB-GENE-131125-40]	6	49255706	49260454	1
ENSDARG00000001913	palmda	palmdelphin a [Source:ZFIN;Acc:ZDB-GENE-070705-48]	2	20406399	20428140	1
ENSDARG00000005458	csnk1g2a	casein kinase 1, gamma 2a [Source:ZFIN;Acc:ZDB-GENE-030131-6445]	2	23039041	23078748	1
ENSDARG00000092290	si:dkeyp-26a9.2	si:dkeyp-26a9.2 [Source:ZFIN;Acc:ZDB-GENE-090313-379]	1	23489269	23506534	1
ENSDARG00000096832	BX569793.1		6	49310908	49322513	-1
ENSDARG00000110852	znf1111	zinc finger protein 1111 [Source:ZFIN;Acc:ZDB-GENE-110913-113]	4	29909870	29919475	1
ENSDARG00000026941	fbxl4	F-box and leucine-rich repeat protein 4 [Source:ZFIN;Acc:ZDB-GENE-041114-187]	16	32566218	32582798	-1
ENSDARG00000021938	alg5	asparagine-linked glycosylation 5 (dolichyl-phosphate beta-glucosyltransferase) [Source:ZFIN;Acc:ZDB-GENE-030131-6586]	10	34960751	35002459	-1
ENSDARG00000099767	fhdc2	FH2 domain containing 2 [Source:ZFIN;Acc:ZDB-GENE-091118-76]	14	14806692	14828486	1
ENSDARG00000069583	zgc:114181	zgc:114181 [Source:ZFIN;Acc:ZDB-GENE-050913-105]	16	55003121	55028791	-1
ENSDARG00000014646	aoc2	amine oxidase, copper containing 2 [Source:ZFIN;Acc:ZDB-GENE-050320-133]	3	32924185	32934359	-1
ENSDARG00000070512	cnpy3	canopy FGF signaling regulator 3 [Source:ZFIN;Acc:ZDB-GENE-050411-12]	1	10462692	10473630	-1
ENSDARG00000043446	efhd1	EF-hand domain family, member D1 [Source:ZFIN;Acc:ZDB-GENE-030131-7461]	15	40188076	40212204	1
ENSDARG00000097478	qkia	QKI, KH domain containing, RNA binding a [Source:ZFIN;Acc:ZDB-GENE-990415-230]	17	27723490	27814135	1
ENSDARG00000079340	slc47a4	solute carrier family 47 (multidrug and toxin extrusion), member 4 [Source:ZFIN;Acc:ZDB-GENE-130530-865]	15	26616004	26636826	-1
ENSDARG00000040118	zgc:113232	zgc:113232 [Source:ZFIN;Acc:ZDB-GENE-050327-86]	16	38360002	38389883	1
ENSDARG00000104207	pcyt1bb	phosphate cytidylyltransferase 1, choline, beta b [Source:ZFIN;Acc:ZDB-GENE-051120-48]	21	40618615	40630650	-1
ENSDARG00000070553	rnmt	RNA (guanine-7-) methyltransferase [Source:ZFIN;Acc:ZDB-GENE-041008-25]	19	12649691	12681815	1
ENSDARG00000092968	znf1128	zinc finger protein 1128 [Source:ZFIN;Acc:ZDB-GENE-110913-167]	4	29967255	29978134	1
ENSDARG00000055099	fam184b	family with sequence similarity 184, member B [Source:ZFIN;Acc:ZDB-GENE-090313-380]	1	23506525	23557877	-1
ENSDARG00000052649	ube2ia	ubiquitin-conjugating enzyme E2Ia [Source:ZFIN;Acc:ZDB-GENE-010607-1]	3	45364849	45373511	1
ENSDARG00000102453	slc1a2b	solute carrier family 1 (glial high affinity glutamate transporter), member 2b [Source:ZFIN;Acc:ZDB-GENE-030131-7779]	25	37366698	37407757	1
ENSDARG00000018757	klf5l	Kruppel-like factor 5 like [Source:ZFIN;Acc:ZDB-GENE-060312-34]	21	38128877	38153824	-1
ENSDARG00000070504	trpc5a	transient receptor potential cation channel, subfamily C, member 5a [Source:ZFIN;Acc:ZDB-GENE-040812-1]	1	10486093	10620459	-1
ENSDARG00000096621	si:dkey-27j5.6	si:dkey-27j5.6 [Source:ZFIN;Acc:ZDB-GENE-121214-157]	1	56813845	56816695	1
ENSDARG00000086222	nat16	N-acetyltransferase 16 [Source:ZFIN;Acc:ZDB-GENE-030219-43]	7	26132665	26150270	1
ENSDARG00000043792	si:rp71-7l19.2	si:rp71-7l19.2 [Source:ZFIN;Acc:ZDB-GENE-081103-31]	4	30045493	30057608	-1
ENSDARG00000069030	skor1a	SKI family transcriptional corepressor 1a [Source:ZFIN;Acc:ZDB-GENE-080722-5]	7	33954099	33961551	-1
ENSDARG00000087084	hcar1-4	hydroxycarboxylic acid receptor 1-4 [Source:ZFIN;Acc:ZDB-GENE-111111-10]	12	25292876	25294769	-1
ENSDARG00000043232	CT573139.1		10	34937548	34951865	1
ENSDARG00000043443	kcnj13	potassium inwardly-rectifying channel, subfamily J, member 13 [Source:ZFIN;Acc:ZDB-GENE-070129-1]	15	40217256	40267485	-1
ENSDARG00000035832	pyyb	peptide YYb [Source:ZFIN;Acc:ZDB-GENE-060215-2]	12	10304435	10315039	-1
ENSDARG00000009285	rpl15	ribosomal protein L15 [Source:ZFIN;Acc:ZDB-GENE-040801-183]	19	17385561	17395587	1
ENSDARG00000044375	zgc:158291	zgc:158291 [Source:ZFIN;Acc:ZDB-GENE-061215-70]	21	38312549	38315241	1
ENSDARG00000098015	CT573139.2		10	34951060	34959178	-1
ENSDARG00000097715	BX571794.2		15	40223437	40239819	1
ENSDARG00000076796	dlg3	discs, large homolog 3 (Drosophila) [Source:ZFIN;Acc:ZDB-GENE-050208-93]	14	33070284	33177997	-1
ENSDARG00000061235	alg5	asparagine-linked glycosylation 5 (dolichyl-phosphate beta-glucosyltransferase) [Source:ZFIN;Acc:ZDB-GENE-030131-6586]	10	34984617	35002731	-1
ENSDARG00000099379	ppp4r1l	protein phosphatase 4, regulatory subunit 1-like [Source:ZFIN;Acc:ZDB-GENE-121022-4]	6	49541278	49547680	-1
ENSDARG00000092345	si:dkey-57a22.13	si:dkey-57a22.13 [Source:ZFIN;Acc:ZDB-GENE-081104-425]	9	21990058	21991216	1
ENSDARG00000091994	znf1048	zinc finger protein 1048 [Source:ZFIN;Acc:ZDB-GENE-110913-13]	4	63769987	63786630	1
ENSDARG00000092856	si:ch211-210c8.7	si:ch211-210c8.7 [Source:ZFIN;Acc:ZDB-GENE-090313-81]	23	33731192	33738945	-1
ENSDARG00000053854	uts2a	urotensin 2, alpha [Source:ZFIN;Acc:ZDB-GENE-040630-11]	23	30048849	30055719	1
ENSDARG00000060438	tbl1x	transducin beta like 1 X-linked [Source:ZFIN;Acc:ZDB-GENE-070209-131]	9	55093078	55128839	-1
ENSDARG00000033089	CR735102.1		21	38458072	38463146	-1
ENSDARG00000006392	exosc9	exosome component 9 [Source:ZFIN;Acc:ZDB-GENE-041010-180]	1	19083501	19092155	1
ENSDARG00000103278	CR812832.1		14	17087349	17097142	-1
ENSDARG00000079502	gal3st2	galactose-3-O-sulfotransferase 2 [Source:ZFIN;Acc:ZDB-GENE-131127-533]	15	40271177	40286196	1
ENSDARG00000094683	CR392012.2		2	26054113	26057912	-1
ENSDARG00000006892	myo3b	myosin IIIB [Source:ZFIN;Acc:ZDB-GENE-070706-2]	9	3699397	3866707	-1
ENSDARG00000034785	dachb	dachshund b [Source:ZFIN;Acc:ZDB-GENE-020402-4]	1	10378706	10496809	1
ENSDARG00000054655	si:ch211-1f22.5	si:ch211-1f22.5 [Source:ZFIN;Acc:ZDB-GENE-121214-105]	1	56823437	56827882	1
ENSDARG00000033161	sst1.2	somatostatin 1, tandem duplicate 2 [Source:ZFIN;Acc:ZDB-GENE-100910-2]	15	36115955	36120277	1
ENSDARG00000001754	noc2l	NOC2-like nucleolar associated transcriptional repressor [Source:ZFIN;Acc:ZDB-GENE-000607-75]	23	23126130	23179417	-1
ENSDARG00000097619	BX571794.1		15	40292902	40352710	1
ENSDARG00000102392	CU062645.1		21	40632328	40634988	1
ENSDARG00000057058	minpp1a	multiple inositol-polyphosphate phosphatase 1a [Source:ZFIN;Acc:ZDB-GENE-060929-1194]	17	23710659	23727978	-1
ENSDARG00000101946	si:dkey-92j16.2	si:dkey-92j16.2 [Source:ZFIN;Acc:ZDB-GENE-110914-8]	4	63790028	63805240	1
